conjecture_id,arxiv_id,title,abs_url,pdf_url,source_url,source_file,start_line,end_line,body_tex,plain_text,label,confidence,interestingness_score,interestingness_confidence,interestingness_rationale,viability_score,viability_confidence,viability_rationale,assessment_version,rationale,evidence_snippet,labeled_at
11,2603.01614v1,Mapping properties of the $S$-operator,http://arxiv.org/abs/2603.01614v1,https://arxiv.org/pdf/2603.01614v1,https://arxiv.org/e-print/2603.01614v1,sn-article.tex,209,211,"Suppose that $d \geq 2$ is an even integer and $E \subset \mathbb{F}_q^d$. If $|E| \geq Cq^{d/2}$ for a sufficiently large constant $C$ independent of $q$, then $|\Delta(E)| \gtrsim q$.","Suppose that $d >= 2$ is an even integer and $E subset F_q^d$. If $|E| >= Cq^ d/2 $ for a sufficiently large constant $C$ independent of $q$, then $|(E)| q$.",real_open_conjecture,0.95,0.78,0.7,"Finite-field Erdős–Falconer improvement in even dimensions (d/2 exponent). A longstanding, central discrete-geometric problem whose resolution would significantly advance restriction and distance set theory.",0.12,0.45,"Open for all even d≥2; resolving needs an ε-improvement in spherical L^2 restriction (tied to hard Kloosterman sum bounds). No viable methods known for d≥4, so near-term resolution unlikely.",gpt5mini-v5-open-exact-v1,This finite-field Erdős–Falconer distance conjecture for even dimensions is explicitly stated and the text says it remains open for all even dimensions.,"Lines 209-211: ""Conjecture: Suppose d≥2 even and E⊂F_q^d. If |E| ≥ C q^{d/2}... then |Δ(E)| ≳ q. This conjecture remains open for all even dimensions.""",2026-03-06T02:43:11Z
26,2603.01251v1,Modularity of special cycles on Shimura varieties: a survey,http://arxiv.org/abs/2603.01251v1,https://arxiv.org/pdf/2603.01251v1,https://arxiv.org/e-print/2603.01251v1,second-version.tex,372,375,"There exists a smooth toroidal compactification $X\hookrightarrow \overline{X}$, a finite collection $(Y_i)_{i\in I}$ of codimension $g$ cycles supported in the boundary $\overline X\smallsetminus X$, and corrected special cycles $\widetilde{\cZ}(M)=\overline{\cZ}(M)+\sum_ia_i(M)Y_i$ for $a_i(M)\in \Q$, such that the generating series: \[\sum_{M\geq 0}[\widetilde{\cZ}(M)]q^M\in\mathrm{CH}^g\left(\overline X\right)\llbracket q \rrbracket\]
is a holomorphic Siegel modular form of weight $\frac{n+2}{2}$ with respect to $\mathrm{Sp}_{2g}(\Z)$.","There exists a smooth toroidal compactification $X X$, a finite collection $(Y_i)_ i in I $ of codimension $g$ cycles supported in the boundary $ X X$, and corrected special cycles $(M)=(M)+_ia_i(M)Y_i$ for $a_i(M) in $, such that the generating series: \[_ M >= 0 [(M)]q^M in CH^g( X) q \] is a holomorphic Siegel modular form of weight $n+2 2 $ with respect to $Sp_ 2g ()$.",real_open_conjecture,0.95,0.8,0.8,"Core Kudla conjecture extending modularity of special-cycle generating series to toroidal compactifications; divisors and zero-cycles solved but general higher-codimension case remains open, with deep consequences for arithmetic geometry and automorphic–cycle relations.",0.25,0.45,"Kudla's compactification modularity has recent breakthroughs (divisors, zero-cycles, cohomology), but higher-codimension Chow-valued statement remains broad and technically deep—moderate near-term chance.",gpt5mini-v5-open-exact-v1,"Paper explicitly states the Kudla toroidal compactification conjecture remains open in general, with only divisor and zero-cycle cases recently solved.","“This conjecture is still open in general, but the case of divisors was solved recently ..., as well as the case of zero-cycles.”",2026-03-06T02:54:40Z
27,2603.01251v1,Modularity of special cycles on Shimura varieties: a survey,http://arxiv.org/abs/2603.01251v1,https://arxiv.org/pdf/2603.01251v1,https://arxiv.org/e-print/2603.01251v1,second-version.tex,407,409,"There exists a smooth toroidal compactification $X\hookrightarrow \overline X$, a finite collection $(Y_i)_{i\in I}$ of codimension $gb$ cycles supported in the boundary $\overline X\smallsetminus X$, and corrected special cycles $\widetilde{\cZ}(M)=\overline{\cZ}(M)+\sum_ia_i(M)Y_i$ for $a_i(M)\in \Q$, such that the generating series: \[\sum_{M\geq 0}[\widetilde{\cZ}(M)]q^M\in\mathrm{CH}^{gb}(\overline X)\llbracket q\rrbracket\] is a holomorphic Hermitian modular form of weight $a+b$ with respect to $\mathrm{U}_{g,g}(\Z)$.","There exists a smooth toroidal compactification $X X$, a finite collection $(Y_i)_ i in I $ of codimension $gb$ cycles supported in the boundary $ X X$, and corrected special cycles $(M)=(M)+_ia_i(M)Y_i$ for $a_i(M) in $, such that the generating series: \[_ M >= 0 [(M)]q^M in CH^ gb ( X) q\] is a holomorphic Hermitian modular form of weight $a+b$ with respect to $U_ g,g ()$.",real_open_conjecture,0.95,0.75,0.75,"Unitary analogue of Kudla’s compactification modularity conjecture; several low-dimensional cases settled, but general gb-codimension modularity is open. Resolving it would significantly advance modularity of cycles on unitary Shimura varieties within the Kudla program.",0.25,0.45,"Unitary analogue sees notable recent partial resolutions (several low-rank cases, cohomological advances), yet the full Chow-valued compactification conjecture is still wide and unlikely to be finished imminently.",gpt5mini-v5-open-exact-v1,"Authors state modularity of generating series valued in Chow is a major open problem; only special cases (e.g. g=b=1, some others) have been settled.","“The modularity of the generating series ... valued in the Chow group is still a major open problem; ... For g=b=1, this conjecture was settled ... and for g=a, b=1, it follows from recent work.”",2026-03-06T02:54:40Z
28,2603.01251v1,Modularity of special cycles on Shimura varieties: a survey,http://arxiv.org/abs/2603.01251v1,https://arxiv.org/pdf/2603.01251v1,https://arxiv.org/e-print/2603.01251v1,second-version.tex,430,432,"\label{conj_An}
    The generating series $\Theta_{\cA_n}(q)$ is a holomorphic modular form of weight $2n$ with respect to $\mathrm{SL}_2(\Z)$, valued in $\CH^{n-1}(\cA_n)$.","The generating series $_ _n (q)$ is a holomorphic modular form of weight $2n$ with respect to $SL_2()$, valued in $^ n-1 (_n)$.",real_open_conjecture,0.95,0.52,0.7,"Modularity prediction for generating series of elliptic-factor special cycles on Siegel moduli A_n; partial cohomological evidence for small n exists. Important and nontrivial, but narrower in scope than the general Kudla compactification conjectures.",0.3,0.4,"Siegel-cycle modularity has concrete partial results for small genera and cohomology; but the general Chow-valued statement for all n remains difficult, giving a slightly higher but still modest near-term chance.",gpt5mini-v5-open-exact-v1,The Siegel-variety generating-series conjecture is presented as open in general; the paper records partial/cohomological results and proofs for low genus cases only.,“The following conjecture ... The generating series ... is a holomorphic modular form ... Partial progress on the cohomological version ... and ... it is proved for g≤5 (and g≤3 by other methods).”,2026-03-06T02:54:40Z
69,2602.24285v1,Untranscendable order types,http://arxiv.org/abs/2602.24285v1,https://arxiv.org/pdf/2602.24285v1,https://arxiv.org/e-print/2602.24285v1,untranscendable.tex,1485,1492,"\label{realtypeconj}
For every untranscendable linear order $\varphi$ at least one of the following three statements applies:
\begin{itemize}
\item $\varphi$ is strongly indecomposable,
\item $\varphi$ contains an uncountable real type,
\item $\varphi = 2$.
\end{itemize}","For every untranscendable linear order $$ at least one of the following three statements applies: $$ is strongly indecomposable, $$ contains an uncountable real type, $ = 2$.",real_open_conjecture,0.95,0.75,0.65,"A structural trichotomy for untranscendable linear orders would be a strong classification result in order theory, clarifying Baumgartner types and interacting with PFA—central within the subfield with clear structural consequences.",0.08,0.35,"Specialized set-theoretic/ordering problem; authors cite lack of structure theorem and reliance on PFA. Likely to remain independent or require deep consistency arguments, so low near-term solvability.",gpt5mini-v5-open-exact-v1,The paper explicitly poses this Trichotomy Conjecture in the 'Open Problems' section and does not prove it; it is presented as a still-open question (possibly assuming PFA).,"Lines 1485–1492: '\begin{conj}[The Trichotomy Conjecture (possibly assuming \PFA)] ... For every untranscendable linear order ... either strongly indecomposable, contains an uncountable real type, or =2.'",2026-03-06T03:12:56Z
70,2602.24239v1,Diamond Determinants and Somos Sequences,http://arxiv.org/abs/2602.24239v1,https://arxiv.org/pdf/2602.24239v1,https://arxiv.org/e-print/2602.24239v1,ddss-paper.tex,103,103,"\label{gre} Let $s$ be a Gale-Robinson sequence with nonzero terms, of a primitive type and even order $n$ with $n = 2m + 2$. Then the matrix $s \times s$ is of diamond rank at most $2^m$.","Let $s$ be a Gale-Robinson sequence with nonzero terms, of a primitive type and even order $n$ with $n = 2m + 2$. Then the matrix $s x s$ is of diamond rank at most $2^m$.",real_open_conjecture,0.95,0.58,0.7,A general finite-rank bound for Gale–Robinson (even) orders extends low-order proofs and ties to integrability/cluster-algebra phenomena; meaningful to specialists but relatively specialized.,0.4,0.45,"Strong computational evidence and proofs for small n (≤7); authors outline invariant-based approach, so a concrete path exists though technically challenging for general n.",gpt5mini-v5-open-exact-v1,"The author states Conjecture \ref{gre} for higher even orders after proving low-order cases (6,7); it is presented as an unproven generalisation.","Lines 101–105,103: 'Below, we put forward two conjectures... Conjecture \label{gre} Let s be a Gale-Robinson sequence... matrix s×s is of diamond rank at most 2^m.'",2026-03-06T03:12:56Z
71,2602.24239v1,Diamond Determinants and Somos Sequences,http://arxiv.org/abs/2602.24239v1,https://arxiv.org/pdf/2602.24239v1,https://arxiv.org/e-print/2602.24239v1,ddss-paper.tex,105,105,"\label{gro} Let $s$ be a Gale-Robinson sequence with nonzero terms, of a primitive type and odd order $n$ with $n = 2m + 3$. Then the matrix $s \times s$ is of half-diamond rank at most $2^m$.","Let $s$ be a Gale-Robinson sequence with nonzero terms, of a primitive type and odd order $n$ with $n = 2m + 3$. Then the matrix $s x s$ is of half-diamond rank at most $2^m$.",real_open_conjecture,0.95,0.58,0.7,"The odd-order analogue gives a half-diamond rank bound for Gale–Robinson sequences; similarly valuable for Somos sequence theory and integrability, but technical and domain-specific.",0.4,0.45,Analogous status to the even-order conjecture: proven for small n with experiments supporting general case; plausible but requires nontrivial extension of current methods.,gpt5mini-v5-open-exact-v1,The odd-order analogue Conjecture \ref{gro} is explicitly stated as a conjecture for higher orders; only small orders are proved in the paper.,"Lines 101–106,105: 'Conjecture \label{gro} Let s be a Gale-Robinson sequence... odd order n=2m+3. Then s×s is of half-diamond rank at most 2^m.'",2026-03-06T03:12:56Z
72,2602.24239v1,Diamond Determinants and Somos Sequences,http://arxiv.org/abs/2602.24239v1,https://arxiv.org/pdf/2602.24239v1,https://arxiv.org/e-print/2602.24239v1,ddss-paper.tex,527,527,"\label{cinv} For every proper type $\mathbf{n}$ of order $n$, it holds that $\dim \Omega_\boxtimes = \lfloor n/2 \rfloor$.","For every proper type $n$ of order $n$, it holds that $ _ = n/2 $.",real_open_conjecture,0.95,0.52,0.65,Predicting dim Omega_box = floor(n/2) is a structural statement about invariants underpinning the rank conjectures; important for the program but mostly technical within the subject.,0.6,0.5,"Structural linear-algebraic invariant dimension conjecture, verified computationally for many small types; appears more accessible and likely attackable with current techniques.",gpt5mini-v5-open-exact-v1,Conjecture \ref{cinv} is posed in the 'Higher Orders and Further Work' section; verified experimentally for small n but not proven generally in the paper.,"Lines 527–529: '\begin{conjecture} \label{cinv} For every proper type n of order n, it holds that dim Omega_\boxtimes = \lfloor n/2 \rfloor. ... We already know that Conjecture \ref{cinv} is true of all 3 ≤ n ≤ 7.'",2026-03-06T03:12:56Z
93,2602.23584v1,Cluster type varieties,http://arxiv.org/abs/2602.23584v1,https://arxiv.org/pdf/2602.23584v1,https://arxiv.org/e-print/2602.23584v1,main.tex,1314,1322,"\label{conj:log-rat-dim-3}
Let $(X,B)$ be a pair of dimension three. Assume that 
\begin{enumerate}
\item $X$ is a rational variety; 
\item $K_X+B\sim 0$; and 
\item $\mathcal{D}(X,B)\simeq_{\rm PL} S^2$. 
\end{enumerate} 
Then, the pair $(X,B)$ is log rational.","Let $(X,B)$ be a pair of dimension three. Assume that $X$ is a rational variety; $K_X+B sim 0$; and $D(X,B)_ PL S^2$. Then, the pair $(X,B)$ is log rational.",real_open_conjecture,0.95,0.75,0.7,Connects dual-complex topology (S^2) to log rationality for Calabi–Yau log threefolds; resolving would meaningfully advance birational classification of cluster-type/log Calabi–Yau threefolds within threefold birational geometry.,0.35,0.35,"Concrete dimension-3 setting with partial proofs (P^3, many smooth Fano threefolds). Active research and recent progress make a resolution plausible but nontrivial; not yet a narrowly reduced finite gap.",gpt5mini-v5-open-exact-v1,The paper explicitly states this as a conjecture (attributed to Ducat) and only records partial verifications (P^3 and some smooth Fano threefold cases); the general statement is not proved here.,Lines 1312–1321: 'Ducat proposed the following conjecture.' Conjecture stated. Lines 1340–1341 and 1326–1332: known for X≅P^3 and some smooth Fano threefold cases only.,2026-03-06T03:21:54Z
97,2602.23325v1,Spanning tight components in 4-uniform hypergraphs,http://arxiv.org/abs/2602.23325v1,https://arxiv.org/pdf/2602.23325v1,https://arxiv.org/e-print/2602.23325v1,spanning_tight_comp.tex,294,296,"\label{conj:main}
    Every $n$-vertex $k$-uniform hypergraph with minimum codegree at least $n/k$ has a spanning tight component.",Every $n$-vertex $k$-uniform hypergraph with minimum codegree at least $n/k$ has a spanning tight component.,real_open_conjecture,0.95,0.74,0.85,"Natural threshold conjecture for tight connectivity in k-uniform hypergraphs; central to hypergraph connectivity and spanning-sphere problems, now resolved for k≤4 and tight examples suggest broad structural consequences if proved.",0.3,0.35,"Resolved for k=2,3 and proved here for k=4; recent progress raises plausibility, but extending methods to all k faces growing technical obstacles—moderate chance within five years.",gpt5mini-v5-open-exact-v1,The paper states the general k-uniform conjecture (k arbitrary) and proves only the k=4 case; thus the exact general statement remains open for k>4.,"Conjecture stated (lines 294-296). Paper notes k=2,3 known and proves k=4 in Theorem (lines 298-303).",2026-03-06T03:23:09Z
113,2602.23100v1,Distribution of sums involving Dirichlet characters over the $k$-free integers,http://arxiv.org/abs/2602.23100v1,https://arxiv.org/pdf/2602.23100v1,https://arxiv.org/e-print/2602.23100v1,main.tex,211,226,"\label{keating-hughes-oconell-conject}
        For all $r\in\mathbb{C}$ such that 
        $\Re(r)>-3/2$, we have
            \begin{align*}
                J_{r}(T)\sim \frac{1}{2\pi}\frac{G^2(r+2)}{G(2r+3)}\alpha(r)T(\log T)^{(r+1)^2},
            \end{align*}
        where $G$ is Barnes' $G$-function defined by
            \[
                G(s+1)=(2\pi)^{\frac{s}{2}}\exp\bigg(-\frac{1}{2}(s^2+\gamma s^2+s)\bigg)\prod_{n=1}^\infty \bigg(1+\frac{s}{n}\bigg)^n\exp\bigg(-s+\frac{s^2}{2n}\bigg),
            \]
        with $\gamma$ being the Euler-Mascheroni constant and $s\in\mathbb{C}$, and
            \[
                \alpha(r)=\prod_p\bigg(1-\frac{1}{p}\bigg)^{r^2}\bigg(\sum_{m= 0}^\infty\bigg(\frac{\Gamma(m+r)}{m!\Gamma(r)}\bigg)^2\frac{1}{p^m}\bigg).
            \]
        The product above ranges over all prime numbers $p$.","For all $r in C$ such that $(r)>-3/2$, we have align* J_ r (T) sim 1 2 G^2(r+2) G(2r+3) (r)T( T)^ (r+1)^2 , align* where $G$ is Barnes' $G$-function defined by \[ G(s+1)=(2)^ s 2 (-1 2 (s^2+ s^2+s))_ n=1 ^ (1+s n )^n(-s+s^2 2n ), \] with $$ being the Euler-Mascheroni constant and $s in C$, and \[ (r)=_p(1-1 p )^ r^2 (_ m= 0 ^((m+r) m!(r) )^21 p^m ). \] The product above ranges over all prime numbers $p$.",real_open_conjecture,0.95,0.78,0.75,"Precise RMT-predicted asymptotic for discrete moments of the zeta derivative; central to analytic number theory and connects random-matrix models with zero/value-distribution, yielding strong structural consequences if established.",0.03,0.6,"Precise RMT moment conjecture for zeta-derivative zeros; decades-old, only partial upper/lower bounds and special cases. Full asymptotic resolution is very unlikely within five years.",gpt5mini-v5-open-exact-v1,The Hughes–Keating–O'Connell precise asymptotic for discrete zeta-derivative moments is a well-known conjecture and remains unresolved; only limited partial results exist.,Lines 210-216: Conjecture (Hughes-Keating-O'Connell2000) states J_r(T) ~ (1/2π) G^2(r+2)/G(2r+3) α(r) T (log T)^{(r+1)^2} for Re(r)>-3/2.,2026-03-06T03:30:34Z
