conjecture_id,arxiv_id,title,abs_url,pdf_url,source_url,source_file,start_line,end_line,body_tex,plain_text,label,confidence,interestingness_score,interestingness_confidence,interestingness_rationale,viability_score,viability_confidence,viability_rationale,assessment_version,rationale,evidence_snippet,labeled_at
39,2603.01020v1,On the list version of a conjecture of Erdős and Neumann-Lara,http://arxiv.org/abs/2603.01020v1,https://arxiv.org/pdf/2603.01020v1,https://arxiv.org/e-print/2603.01020v1,main_new.tex,240,242,"\label{conj:ENL} 
For every integer $k$ there is an integer $f(k)$ such that, for every graph $G$, $\chi(G)\geq f(k)$ implies $\vec\chi(G)\geq k$.","For every integer $k$ there is an integer $f(k)$ such that, for every graph $G$, $(G) f(k)$ implies $(G) k$.",real_open_conjecture,0.98,0.92,0.75,Longstanding (since 1979) major problem in graph theory; unresolved even for k=3; connects chromatic number to orientations' dichromatic number; resolving would significantly impact directed graph colouring and structural graph theory.,0.03,0.65,Decades-old Erdős–Neumann–Lara conjecture (1979). Only fractional and list variants recently settled; original remains wide-open (f(3) even unclear). Little evidence of an imminent decisive breakthrough.,gpt5mini-v4-viability-scout-v1,"The Erdős–Neumann–Lara conjecture is a well-known, longstanding open problem in graph theory; the paper describes it as a famous open problem and does not resolve it.","Conjecture (lines 238–242): ""For every integer k there is f(k) such that χ(G)≥f(k) implies →χ(G)≥k."" Paper calls it a famous open problem.",2026-03-04T13:49:34Z
62,2603.00304v1,Burning rooted graph products,http://arxiv.org/abs/2603.00304v1,https://arxiv.org/pdf/2603.00304v1,https://arxiv.org/e-print/2603.00304v1,main.tex,234,239,"If $G$ is a connected graph on $n$ vertices, then
\[
b(G) \le \lceil \sqrt{n} \rceil.
\]","If $G$ is a connected graph on $n$ vertices, then \[ b(G) n . \]",real_open_conjecture,0.98,0.95,0.8,"Longstanding central conjecture asserting the path is extremal; asymptotically resolved but the exact √n bound remains open, sharp for paths and widely studied — a full resolution would be a major combinatorial advance.",0.5,0.45,"Asymptotic resolution by Norin–Turcotte and a near-tight nonasymptotic bound (ceil(√(4/3 n))+1) reduce the gap to small constants, making a full exact proof reasonably plausible within five years.",gpt5mini-v4-viability-scout-v1,"The Burning Number Conjecture (BNC) is a well-known, actively studied open problem; the paper explicitly cites it as a central open conjecture.","“A central open problem in the area is the Burning Number Conjecture (BNC)...” then Conjecture: if G has n vertices, b(G) ≤ ⌈√n⌉ (lines 232–239).",2026-03-04T13:53:24Z
116,2602.23100v1,Distribution of sums involving Dirichlet characters over the $k$-free integers,http://arxiv.org/abs/2602.23100v1,https://arxiv.org/pdf/2602.23100v1,https://arxiv.org/e-print/2602.23100v1,main.tex,838,840,"The set $\{\gamma \in\mathbb{R}_{>0} : \zeta(\beta+i\gamma)=0, \beta\in(0,1)\}$ is linearly independent over $\mathbb{Q}$.","The set $\ _ >0 : (+i)=0, (0,1)\ $ is linearly independent over $Q$.",real_open_conjecture,0.98,0.95,0.75,"Strong, widely used conjecture on Q-linear independence of zeta zeros' ordinates; pivotal for limiting distributions and large deviations in the paper. Its resolution would deeply impact zero-distribution and value-distribution theory and is expected extremely difficult.",0.03,0.7,"LI/GLI are strong, classical independence conjectures about zeta/Dirichlet L zeros. They are longstanding, widely open, and the snippet gives no indication of imminent breakthrough, so near-term resolution is unlikely.",gpt5mini-v4-viability-scout-v1,"The Linear Independence (LI) conjecture on imaginary parts of zeta zeros is a standard, explicitly open hypothesis used in analytic number theory.","Linear Independence Conjecture (LI): {γ>0 : ζ(β+iγ)=0, β∈(0,1)} is linearly independent over Q.",2026-03-04T14:04:06Z
117,2602.23100v1,Distribution of sums involving Dirichlet characters over the $k$-free integers,http://arxiv.org/abs/2602.23100v1,https://arxiv.org/pdf/2602.23100v1,https://arxiv.org/e-print/2602.23100v1,main.tex,841,843,"For any fixed $q\geq 3$ and $\kappa\geq 1$ integer, the set $\cup_{\chi^\kappa (q)}\{\gamma\in\mathbb{R}_{>0} : L(\beta+i\gamma,\chi^\kappa)=0, \beta\in(0,1)\}$ is linearly independent over $\mathbb{Q}$.","For any fixed $q 3$ and $ 1$ integer, the set $_ ^ (q) \ _ >0 : L(+i,^)=0, (0,1)\ $ is linearly independent over $Q$.",real_open_conjecture,0.98,0.92,0.75,"Asserts Q-linear independence of imaginary parts of nontrivial Dirichlet L-function zeros — a strong, widely-believed but deep hypothesis whose resolution would have major consequences for zero-distribution and arithmetic-limit theorems.",0.03,0.65,"LI/GLI assert linear independence of nontrivial zeta/Dirichlet zeros — longstanding, deep open problems with no indicated breakthrough here; unlikely to be resolved within five years.",gpt5mini-v4-viability-scout-v1,"Generalized LI (GLI) for Dirichlet L-functions is an explicit extension of LI, posed here as an open assumption.","Generalized Linear Independence Conjecture (GLI): ∪_{χ^κ (q)}{γ>0 : L(β+iγ,χ^κ)=0, β∈(0,1)} is linearly independent over Q.",2026-03-04T14:04:15Z
137,2602.22502v1,Weakening the Legendre Conjecture,http://arxiv.org/abs/2602.22502v1,https://arxiv.org/pdf/2602.22502v1,https://arxiv.org/e-print/2602.22502v1,legendre-riemann-arxiv.tex,568,571,"\label{conj:cramer}As $n \rightarrow \infty$, we have $p_{n + 1} - p_n = O
  (\log^2 (p_n))$.","As $n $, we have $p_ n + 1 - p_n = O (^2 (p_n))$.",real_open_conjecture,0.98,0.98,0.9,"Central unsolved conjecture on prime gaps (p_{n+1}-p_n = O(log^2 p)); far stronger than RH consequences and foundational for Legendre-type and Mills prime-generation results, with major implications in analytic number theory.",0.02,0.6,"Generalized Legendre is a longstanding prime-gap problem; even RH gives only O(√p log p) (insufficient), and only computational evidence up to 4×10^18 exists — resolution in five years unlikely.",gpt5mini-v4-viability-scout-v1,"Cramér's conjecture is a classical, actively-studied open conjecture about prime gaps; the paper cites its 1936 origin and treats it as unresolved.","“Cramér conjectured in 1936 that gaps between consecutive primes are remarkably small... As n→∞, p_{n+1}-p_n = O(log^2 p_n).” (lines 564–571)",2026-03-04T14:08:21Z
143,2602.22123v1,Quadratic Equations over Graph Products and the Exponent of Periodicity,http://arxiv.org/abs/2602.22123v1,https://arxiv.org/pdf/2602.22123v1,https://arxiv.org/e-print/2602.22123v1,paper.tex,879,881,"\label{conj:PR98}
  The satisfiability of word equations in free monoids is \textsc{\small NP}-complete.",The satisfiability of word equations in free monoids is NP-complete.,real_open_conjecture,0.98,0.95,0.75,"Classic, long-standing central open problem in word equations; resolving it would settle the complexity of Makanin/Plandowski approaches and impact logic, automata, and algebraic decision problems — strong evidence of difficulty (PSPACE/NSPACE bounds).",0.07,0.6,"Plandowski–Rytter (1998) remains wide open. Recompression gave strong space bounds (NSPACE(n)) and structure results, but NP-membership not achieved. Decades-old status implies low near-term resolution likelihood.",gpt5mini-v4-viability-scout-v1,The Plandowski–Rytter conjecture that satisfiability of word equations is NP‑complete is a well-known open conjecture; the paper states it remains wide open.,“Plandowski and Rytter conjectured that satisfiability of word equations in free monoids is NP-complete.”; “... the analogue ... remains wide open.” (lines 875–886),2026-03-04T14:09:42Z
194,2602.20290v1,A note on the affine plank conjecture,http://arxiv.org/abs/2602.20290v1,https://arxiv.org/pdf/2602.20290v1,https://arxiv.org/e-print/2602.20290v1,main.tex,111,118,"\label{conj}
		If the planks $P_1,\dots,P_m \subset \R^d$ cover a convex body $K\subset\mathbb{R}^d$ then
		\[
		\sum_{i=1}^m \rw_K(P_i)
		 \ge 1.
		\]","If the planks $P_1,,P_m ^d$ cover a convex body $K^d$ then \[ _ i=1 ^m _K(P_i) 1. \]",real_open_conjecture,0.98,0.95,0.85,"A longstanding (since 1951) fundamental problem in convex geometry, open even in the plane; resolution would settle a classical affine-invariant covering question with wide implications; only partial results (Ball, improved bounds) exist.",0.04,0.65,"Decades-old (1951) affine plank conjecture remains open even in the plane; only partial results (symmetric case, simplex reduction) and incremental bounds make a near-term resolution unlikely.",gpt5mini-v4-viability-scout-v1,"Bang's affine plank conjecture is a classical, well-known open problem; the authors state explicitly that the conjecture remains open.","Lines 111–117 and 120: Conjecture statement and ""This conjecture remains open."" (Bang's affine plank conjecture).",2026-03-04T14:21:35Z
283,2602.16854v1,More Derived Models in PFA,http://arxiv.org/abs/2602.16854v1,https://arxiv.org/pdf/2602.16854v1,https://arxiv.org/e-print/2602.16854v1,main.tex,92,98,"\label{conj:PFA}
    Suppose $\kappa$ is a limit of Woodin cardinals. Then the following hold.
    \begin{enumerate}
        \item $\Theta^{D(V,\kappa)} < \kappa^+$.
        \item $D(V,\kappa)\models AD_{\mathbb{R}}.$
    \end{enumerate}","Suppose $$ is a limit of Woodin cardinals. Then the following hold. enumerate $^ D(V,) < ^+$. $D(V,) AD_ R .$ enumerate",real_open_conjecture,0.98,0.9,0.8,"Relates PFA, derived models at limits of Woodin cardinals, and AD_R; proving Θ^{D(V,κ)}<κ^+ and D(V,κ)⊨AD_R would strongly advance core connections between forcing axioms and determinacy theory.",0.12,0.4,"Nontrivial partial progress (cofinality ω case, indestructible weak compactness, and results assuming mouse capturing/covering-matrix hypotheses) but full PFA→derived-model AD_R remains a deep forcing–determinacy problem; substantial gaps persist.",gpt5mini-v4-viability-scout-v1,Presented as a labeled conjecture ([PFA]) in the introduction and described as the paper making progress towards resolving it; treated as an open problem in the literature.,"Lines 92–98: ""\begin{conjecture}[PFA] ... Suppose κ is a limit of Woodin cardinals. Then ... \end{conjecture}. This paper presents some progress towards resolving Conjecture \ref{conj:PFA}.""",2026-03-04T15:01:17Z
430,2602.11344v1,The circle method and pointwise ergodic theorems,http://arxiv.org/abs/2602.11344v1,https://arxiv.org/pdf/2602.11344v1,https://arxiv.org/e-print/2602.11344v1,ICM_arxiv.tex,1234,1253,"Let $d, k, m\in\mathbb N$ be given and suppose that a family of invertible
measure-preserving transformations $T_1,\ldots, T_d:X\to X$ of a
probability measure space $(X, \mathcal B(X), \mu)$ generates a
nilpotent group. Assume that
$P_{1, 1},\ldots,P_{i, j},\ldots, P_{d, m}\in \mathbb Z[\mathrm n_1,\ldots, \mathrm n_k]$
are $k$-variate polynomials with integer coefficients. Then for any functions
$f_1, \ldots, f_m\in L^{\infty}(X)$, the non-conventional multilinear
polynomial averages
\begin{align}
\label{eq:29}
A_{N_1,\ldots, N_k; X,  T_1,\ldots, T_d}^{P_{1, 1}, \ldots, P_{d, m}}(f_1,\ldots, f_m)(x)=\mathbb E_{n\in[N_1]\times\ldots\times [N_k]}\prod_{j=1}^mf_j(T_1^{P_{1, j}(n)}\cdots T_d^{P_{d, j}(n)} x)
\end{align}
converge for $\mu$-almost every $x\in X$ as
$\min\{N_1,\ldots, N_k\}\to\infty$.  If $N_1=\ldots=N_k=N$ we shall
abbreviate
$A_{N_1,\ldots, N_k;X, T_1,\ldots, T_d}^{P_{1, 1}, \ldots, P_{d, m}}$
to $A_{N; X, T_1,\ldots, T_d}^{P_{1, 1}, \ldots, P_{d, m}}$.","Let $d, k, m N$ be given and suppose that a family of invertible measure-preserving transformations $T_1,, T_d:X X$ of a probability measure space $(X, B(X), )$ generates a nilpotent group. Assume that $P_ 1, 1 ,,P_ i, j ,, P_ d, m Z[ n_1,, n_k]$ are $k$-variate polynomials with integer coefficients. Then for any functions $f_1, , f_m L^ (X)$, the non-conventional multilinear polynomial averages align A_ N_1,, N_k; X, T_1,, T_d ^ P_ 1, 1 , , P_ d, m (f_1,, f_m)(x)= E_ n [N_k] _ j=1 ^mf_j(T_1^ P_ 1, j (n) T_d^ P_ d, j (n) x) align converge for $$-almost every $x X$ as $\ N_1,, N_k\ $. If $N_1==N_k=N$ we shall abbreviate $A_ N_1,, N_k;X, T_1,, T_d ^ P_ 1, 1 , , P_ d, m $ to $A_ N; X, T_1,, T_d ^ P_ 1, 1 , , P_ d, m $.",real_open_conjecture,0.98,0.98,0.88,"Central, widely recognized open problem generalizing polynomial nonconventional ergodic averages for nilpotent actions; flagged as a major challenge linking pointwise ergodic theory and modern Fourier analysis, with high impact if resolved.",0.03,0.65,Classic longstanding Furstenberg–Bergelson–Leibman conjecture; described as a major open problem with only partial progress in pointwise ergodic theory. No local indication of an imminent full resolution in five years.,gpt5mini-v4-viability-scout-v1,"This is the Furstenberg–Bergelson–Leibman conjecture, a well-known, long-standing open problem explicitly stated in the paper.","Lines 1234-1247: ""One of the major and best known open problems... Furstenberg--Bergelson--Leibman: ... the non-conventional multilinear polynomial averages (...) converge for μ-almost every x...""",2026-03-04T15:28:53Z
541,2602.08568v2,Multiple convolutions and multilinear fractal Fourier extension estimates,http://arxiv.org/abs/2602.08568v2,https://arxiv.org/pdf/2602.08568v2,https://arxiv.org/e-print/2602.08568v2,finalpaper_V2.tex,256,261,"\label{restriction} If $S$ has nonvanishing Gaussian curvature, the inequality
\begin{equation}\label{rest1}
 \| \widehat{g\mathrm{d}\sigma}\|_{L^{q}(\mathbb{R}^{d})}\lesssim \|g\|_{L^{p}(\d\sigma)}
\end{equation}
holds if and only if $q>\frac{2d}{d-1}$ and $q\geq \frac{(d+1)}{d-1}p^{\prime}$, where $\sigma$ is the surface measure.","If $S$ has nonvanishing Gaussian curvature, the inequality equation \| gd \|_ L^ q (R^ d ) \|g\|_ L^ p () equation holds if and only if $q>2d d-1 $ and $q (d+1) d-1 p^ $, where $$ is the surface measure.",real_open_conjecture,0.98,0.97,0.9,"Stein's restriction conjecture is a central, longstanding open problem in harmonic analysis with deep links to PDEs and geometric measure theory; settled only in d=2, major partial progress exists but full higher-dimensional case remains highly significant.",0.18,0.35,"Generalizes Stein's restriction—an iconic, decades-old hard problem. Authors note partial high-dimensional progress but no clear imminent breakthrough; active field yet low near-term chance of decisive resolution.",gpt5mini-v4-viability-scout-v1,"This is the classical Stein restriction (extension) conjecture for curved hypersurfaces, a well-known open problem (solved only in d=2, unresolved in general).","“Conjecture: If S has nonvanishing Gaussian curvature, the inequality \|\widehat{g\,d\sigma}\|_{L^q(R^d)}\lesssim\|g\|_{L^p(d\sigma)} holds iff q>2d/(d-1) and q\ge (d+1)/(d-1)p'.""",2026-03-04T15:48:43Z
614,2602.06865v1,Automorphic Cohomology and the Limits of Algebraic Cycles,http://arxiv.org/abs/2602.06865v1,https://arxiv.org/pdf/2602.06865v1,https://arxiv.org/e-print/2602.06865v1,AutomorphicCyclesPaperFinal.tex,88,90,"Let $X$ be a smooth projective variety over $\C$. Every rational Hodge class of type $(p,p)$ is a $\Q$-linear combination of cycle classes of algebraic subvarieties.","Let $X$ be a smooth projective variety over $$. Every rational Hodge class of type $(p,p)$ is a $$-linear combination of cycle classes of algebraic subvarieties.",real_open_conjecture,0.98,0.99,0.95,"Central Clay Millennium problem linking topology and algebraic geometry; open eight decades. A resolution would profoundly affect algebraic cycles, Shimura-variety cohomology, and constructibility of automorphic classes.",0.03,0.7,"This centers on the Hodge conjecture, a decades-old Clay Millennium problem. The snippet gives interesting obstructions but no route to a full proof or counterexample; no strong near-term resolution evidence.",gpt5mini-v4-viability-scout-v1,"The Hodge conjecture is a classical, well-known, still-open conjecture (Clay Millennium problem) and is quoted here as such.","Lines 88–90: 'Conjecture (Hodge, 1950): Let X be smooth projective over C. Every rational Hodge class of type (p,p) is a Q-linear combination of cycle classes.'",2026-03-04T16:01:09Z
