conjecture_id,arxiv_id,title,abs_url,pdf_url,source_url,source_file,start_line,end_line,body_tex,plain_text,label,confidence,interestingness_score,interestingness_confidence,interestingness_rationale,viability_score,viability_confidence,viability_rationale,assessment_version,rationale,evidence_snippet,labeled_at
3429,2605.27624v1,Proper Additive Edge Colorings of Regular Graphs,http://arxiv.org/abs/2605.27624v1,https://arxiv.org/pdf/2605.27624v1,https://arxiv.org/e-print/2605.27624v1,main.tex,94,95,"\label{conj:ACC} \cite{MR2552893} For all graphs $G$, $\eta(G)\leq \chi (G)$.","For all graphs $G$, $(G) <= (G)$.",real_open_conjecture,0.99,0.78,0.85,"The well-known Additive Coloring Conjecture has broad implications in graph labeling and chromatic theory; a central, actively studied problem with substantial consequences if resolved.",0.05,0.7,"Classic additive-coloring conjecture with longstanding partial results but no clear path to full resolution; broad and hard, unlikely in five years.",gpt5mini-v5-open-exact-v1,The Additive Coloring Conjecture η(G) ≤ χ(G) is a well-known open problem; the paper states it remains open while providing partial results for special classes.,"Lines 94–97: 'Conjecture ... For all graphs G, η(G)≤χ(G). This conjecture remains open, but some progress has been made...'",2026-05-31T14:39:10Z
137,2602.22502v1,Weakening the Legendre Conjecture,http://arxiv.org/abs/2602.22502v1,https://arxiv.org/pdf/2602.22502v1,https://arxiv.org/e-print/2602.22502v1,legendre-riemann-arxiv.tex,568,571,"\label{conj:cramer}As $n \rightarrow \infty$, we have $p_{n + 1} - p_n = O
  (\log^2 (p_n))$.","As $n $, we have $p_ n + 1 - p_n = O (^2 (p_n))$.",real_open_conjecture,0.98,0.89,0.92,"Cramér's conjecture is a classical, deep prediction on prime gaps; resolving it would fundamentally reshape analytic number theory and probabilistic models of primes.",0.02,0.8,"Cramér's conjecture is a classic, decades-old prime-gap flagship problem with no clear imminent route to resolution; extremely unlikely to be settled within five years.",gpt5mini-v5-open-exact-v1,"Cramér's prime-gap conjecture is a famous, longstanding open problem; the paper cites it as unresolved and does not prove or refute it.","Lines 562-571: “This conjecture is another way to state ... While this is open, ... Specifically, Cramér conjectured ... p_{n+1}-p_n = O(\log^2(p_n)).”",2026-03-06T03:37:50Z
1190,2603.20961,Graham conjecture on small sets in abelian groups,https://arxiv.org/abs/2603.20961,https://arxiv.org/pdf/2603.20961,https://arxiv.org/e-print/2603.20961,main.tex,127,129,"\label{conj:main2}
Let $G$ be an abelian group. Then every subset $A \subseteq G \setminus\{0\}$ whose elements sum to zero and such that $\{x,-x\}\not\subset A$ for any $x\in G$, is sequenceable.","Let $G$ be an abelian group. Then every subset $A subseteq G 0$ whose elements sum to zero and such that $ x,-x subset A$ for any $x in G$, is sequenceable.",real_open_conjecture,0.98,0.6,0.8,"CMPP conjecture for zero-sum subsets without inverse pairs: important for Heffter arrays and sequencing problems. Nontrivial and impactful within combinatorial design, though narrower than full Graham conjecture.",0.05,0.6,"CMPP variant is a strong combinatorial conjecture closely related to Graham; despite incremental advances, a full resolution appears unlikely within five years.",gpt5mini-v5-open-exact-v1,The CMPP conjecture is presented as a conjecture in the introduction; the paper advances small-case results but does not resolve the general conjecture.,Lines 126-129: statement of CMPP conjecture; surrounding text discusses known partial results but not a full proof.,2026-03-29T14:04:36Z
2032,2604.17737v1,Some experimental results on stable equivalence of GST Links for the Generalized Property R Conjecture,https://arxiv.org/abs/2604.17737v1,https://arxiv.org/pdf/2604.17737,https://arxiv.org/e-print/2604.17737v1,paper.tex,203,205,"Let $L = K_1 \cup \dots \cup K_n$ be an $n$-component link in $S^3$. If $0$-framed surgery on $L$ yields the connected sum of $n$ copies of $S^2 \times S^1$, denoted by $\#_n(S^2 \times S^1)$, then $L$ is handle-slide equivalent to the $n$-component unlink.","Let $L = K_1 cup cup K_n$ be an $n$-component link in $S^3$. If $0$-framed surgery on $L$ yields the connected sum of $n$ copies of $S^2 x S^1$, denoted by $\#_n(S^2 x S^1)$, then $L$ is handle-slide equivalent to the $n$-component unlink.",real_open_conjecture,0.98,0.86,0.8,Generalized Property R is a core problem in 3‑ and 4‑dimensional topology with deep links to surgery theory and potential implications for smooth 4‑manifold questions; widely studied and consequential.,0.03,0.7,"Decades-old Kirby problem with explicit potential counterexamples; tied to Andrews–Curtis and Slice–Ribbon conjectures. Only partial/stable cases verified here and no clear route to full resolution, so near-term solution unlikely.",gpt5mini-v5-open-exact-v1,The Generalized Property R Conjecture is a well-known open problem and the paper treats it as such.,"Lines 193-205: introduction of GPRC as Kirby problem and statement; presented as central, open question.",2026-04-26T14:51:55Z
2228,2604.25250v1,Triangle packings in randomly perturbed graphs,https://arxiv.org/abs/2604.25250v1,https://arxiv.org/pdf/2604.25250,https://arxiv.org/e-print/2604.25250v1,tranglepacking.tex,172,174,"\label{conj:NW}
Every $K_3$-divisible graph $G$ on $n$ vertices with $\delta(G) \geq 3n/4$ has a perfect triangle packing.",Every $K_3$-divisible graph $G$ on $n$ vertices with $(G) >= 3n/4$ has a perfect triangle packing.,real_open_conjecture,0.98,0.94,0.85,"The Nash–Williams conjecture is a longstanding, central problem in graph decompositions; resolving it would have wide structural consequences across extremal graph theory.",0.03,0.6,"Nash–Williams is a longstanding flagship conjecture; despite progress lowering thresholds, a full resolution to 3n/4 appears unlikely within five years absent a major breakthrough.",gpt5mini-v5-open-exact-v1,This is the classical Nash–Williams conjecture stated in the introduction; it remains unresolved (only asymptotic/partial results known).,"Conjecture [Nash-Williams]: every K_3-divisible G with δ(G) ≥ 3n/4 has a perfect triangle packing (lines 168–174), cited as longstanding open problem.",2026-05-03T14:52:16Z
2719,2605.20475v2,Bounded-box reductions in the Subbarao-Warren problem for unitary perfect numbers,http://arxiv.org/abs/2605.20475v2,https://arxiv.org/pdf/2605.20475v2,https://arxiv.org/e-print/2605.20475v2,research_note.tex,92,94,The five integers above are the only unitary perfect numbers.,The five integers above are the only unitary perfect numbers.,real_open_conjecture,0.98,0.7,0.65,Classic longstanding classification problem for unitary perfect numbers; resolving it settles a century-old structural question in multiplicative number theory but yields mainly niche consequences.,0.03,0.6,Classic decades-old unitary-perfect problem; paper gives bounded-box progress but no finiteness. Major breakthrough unlikely within five years absent new techniques.,gpt5mini-v5-open-exact-v1,The paper states the classical unitary-perfect-number conjecture and explicitly says it does not prove it; the statement remains unresolved.,"Lines 72-75: 'The paper therefore does not prove the full conjecture; it supplies a bounded-box elimination, a finite verified frontier...' Lines 85-90: 'No further example is known.'",2026-05-26T16:09:57Z
2809,2605.16722v1,Hadamard Hypercubes,http://arxiv.org/abs/2605.16722v1,https://arxiv.org/pdf/2605.16722v1,https://arxiv.org/e-print/2605.16722v1,Hadamard_Hypercube_submit_version.tex,78,80,A Hadamard matrix of order $n$  exists for every $n\equiv 0 \pmod 4$.,A Hadamard matrix of order $n$ exists for every $n 0 4$.,real_open_conjecture,0.98,0.9,0.85,"Hadamard's conjecture is a longstanding, widely-known major problem with broad consequences across combinatorics, design theory, coding and signal processing; resolving it would be a field-level breakthrough.",0.02,0.8,"Hadamard conjecture is a classical, decades-old flagship problem with no imminent route; near-term resolution extremely unlikely.",gpt5mini-v5-open-exact-v1,Hadamard's conjecture (existence for every n ≡ 0 mod 4) is a classical open problem; the paper explicitly calls it wide open.,"Line 76–79: “Despite considerable efforts, the following conjecture… is wide open” and then states the Hadamard conjecture.",2026-05-26T16:27:59Z
2901,2605.11988v2,Alperin's Main Problem of Block Theory,http://arxiv.org/abs/2605.11988v2,https://arxiv.org/pdf/2605.11988v2,https://arxiv.org/e-print/2605.11988v2,amp.tex,138,151,"\textup{(The picky conjecture).} Let $G$ be a finite group, let $p$ be a
prime, let $P\in\Syl_p(G)$, and let $x\in P$ be a picky element. Then
there exists a bijection
$$
f:\Irr^x(G)\longrightarrow \Irr^x(\bN_G(P))
$$
such that
\begin{enumerate}[label=(\arabic*)]
\item $\chi(1)_p=f(\chi)(1)_p$ for all $\chi\in \Irr^x(G)$;
\item $\mathbb{Q}(\chi(x))=\mathbb{Q}(f(\chi)(x))$ for all
      $\chi\in \Irr^x(G)$.
\end{enumerate}","(The picky conjecture). Let $G$ be a finite group, let $p$ be a prime, let $P in _p(G)$, and let $x in P$ be a picky element. Then there exists a bijection $$ f:^x(G) ^x(_G(P)) $$ such that [label=()] $(1)_p=f()(1)_p$ for all $ in ^x(G)$; $Q((x))=Q(f()(x))$ for all $ in ^x(G)$.",real_open_conjecture,0.98,0.78,0.62,"Proposes a new local–global bijection for character values at picky p‑elements, generalizing McKay‑type phenomena; conceptually deep within finite group representation theory.",0.1,0.5,Deep global-local character-bijection conjecture generalizing McKay/Alperin. Verified in several families but full resolution is a major open problem in representation theory; unlikely within five years.,gpt5mini-v5-open-exact-v1,The 'picky conjecture' is introduced by the author as a new conjecture in this paper and is not proved in general (only verified in several families).,Lines 137–151: ConjA (picky conjecture) is stated; subsequent text describes verification in several families but does not claim a general proof.,2026-05-26T18:00:52Z
2902,2605.11988v2,Alperin's Main Problem of Block Theory,http://arxiv.org/abs/2605.11988v2,https://arxiv.org/pdf/2605.11988v2,https://arxiv.org/e-print/2605.11988v2,amp.tex,182,195,"\textup{(The subnormalizer conjecture).} Let $G$ be a finite group, let $p$
be a prime, and let $x$ be a $p$-element of $G$. Then there exists a
bijection
$$
f:\Irr^x(G)\longrightarrow \Irr^x(\Sub_G(x))
$$
such that
\begin{enumerate}[label=(\arabic*)]
\item $\chi(1)_p=f(\chi)(1)_p$ for all $\chi\in \Irr^x(G)$;
\item $\mathbb{Q}(\chi(x))=\mathbb{Q}(f(\chi)(x))$ for all
      $\chi\in \Irr^x(G)$.
\end{enumerate}","(The subnormalizer conjecture). Let $G$ be a finite group, let $p$ be a prime, and let $x$ be a $p$-element of $G$. Then there exists a bijection $$ f:^x(G) ^x(_G(x)) $$ such that [label=()] $(1)_p=f()(1)_p$ for all $ in ^x(G)$; $Q((x))=Q(f()(x))$ for all $ in ^x(G)$.",real_open_conjecture,0.98,0.8,0.65,"A broad subnormalizer bijection predicting local control of character values by Sub_G(x); a strong, structural conjecture with potentially wide consequences in block and character theory.",0.08,0.5,"Stronger, more general subnormalizer bijection conjecture; conceptual advance over classical conjectures but comparably difficult. Low near-term solvability despite some supportive special cases.",gpt5mini-v5-open-exact-v1,"The subnormalizer conjecture is proposed here as a generalization and remains an open conjecture in the paper, with partial evidence and special cases verified.",Lines 181–195: ConjB (subnormalizer conjecture) is stated; text explains it generalizes the picky case and is not proved in full generality.,2026-05-26T18:00:52Z
3467,2605.26707v1,Sum of the $k$ Largest Eigenvalues of Symmetric Matrices: Theory and Applications,http://arxiv.org/abs/2605.26707v1,https://arxiv.org/pdf/2605.26707v1,https://arxiv.org/e-print/2605.26707v1,K-SUM-EIGEN-F.tex,168,171,"\label{conj1} {\rm (Brouwer's conjecture) \cite{E}}
 Let $G$ be a graph with order $n$ and size $m$. For each $k\in\{1,2,\dots,n-1\}$,
  $$\sum_{i=1}^{k}\mu_i\leq m+\binom{k+1}{2}.$$","(Brouwer's conjecture) Let $G$ be a graph with order $n$ and size $m$. For each $k in 1,2,,n-1 $, $$_ i=1 ^ k _i <= m+k+1 2 .$$",real_open_conjecture,0.98,0.78,0.8,"Brouwer's Laplacian-eigenvalue conjecture is a long-standing, central problem in spectral graph theory with many partial results; its resolution would have clear structural consequences for graph spectra and invariants.",0.1,0.55,"Brouwer's conjecture is a well-known, decades-old open problem with many special-case results but no clear general route; unlikely to be fully resolved in five years.",gpt5mini-v5-open-exact-v1,Brouwer's conjecture on Laplacian eigenvalue sums is stated as a well-known open problem; paper notes verified cases but remains open in general.,"""In the case of the Laplacian matrix, a well-known open problem is Brouwer's conjecture... This conjecture has been verified in several special cases but remains open in general."" (lines 167–172)",2026-05-31T14:48:58Z
2897,2605.12114v1,Quantum cluster algebra realization for stated ${\rm SL}_n$-skein algebras and rotation-invariant bases for polygons,http://arxiv.org/abs/2605.12114v1,https://arxiv.org/pdf/2605.12114v1,https://arxiv.org/e-print/2605.12114v1,main.tex,889,895,"\label{con-equality-Skein-A-U}
      Under the same assumption of Theorem~\ref{intro-A-skein},
     we have 
     $${\cS}_\omega^{\rm fr}(\fS)= \mathscr{A}_{\omega}^{\rm fr}(\fS)
     =\mathscr{U}_{\omega}^{\rm fr}(\fS).$$","Under the same assumption of Theorem , we have $$ _^ fr ()= A_ ^ fr () =U_ ^ fr ().$$",real_open_conjecture,0.97,0.72,0.7,A structural equivalence connecting stated SL_n skein algebras to quantum cluster/upper cluster algebras; central to quantum topology and cluster theory beyond verified low‑rank/canonical cases.,0.55,0.65,"Strong partial progress: cluster realization constructed, arcs shown to be cluster variables, equality proved for polygons and for n=2. Remaining technical generalizations plausible within current methods.",gpt5mini-v5-open-exact-v1,"The authors explicitly formulate this equality conjecture for localized stated skein and quantum (upper) cluster algebras and verify only special cases (e.g. n=2, polygons), leaving the general statement open.","Lines 886–913: Conjecture stated, then Theorem verifies the conjecture in the case n=2 and notes other confirming cases.",2026-05-26T18:00:52Z
2903,2605.11988v2,Alperin's Main Problem of Block Theory,http://arxiv.org/abs/2605.11988v2,https://arxiv.org/pdf/2605.11988v2,https://arxiv.org/e-print/2605.11988v2,amp.tex,307,313,"\label{conj:picky-cardinality}
Let $G$ be a finite group, let $p$ be a prime, let $P\in\Syl_p(G)$, and let
$\mathcal P$ be a set of picky $p$-elements contained in $P$. Then
$$
|\Irr^{\mathcal P}(G)|=|\Irr^{\mathcal P}(\bN_G(P))|.
$$","Let $G$ be a finite group, let $p$ be a prime, let $P in _p(G)$, and let $ P$ be a set of picky $p$-elements contained in $P$. Then $$ |^ P (G)|=|^ P (_G(P))|. $$",real_open_conjecture,0.97,0.63,0.66,An enumeration equality extending Alperin‑type counts to picky elements; important as a measurable shadow of deeper bijective statements but narrower than full bijections.,0.12,0.5,"Cardinality equality is weaker than full bijections and has computational evidence, yet it generalizes Alperin-type statements; some progress plausible but full general proof remains hard.",gpt5mini-v5-open-exact-v1,The cardinality equality for sets of characters attached to picky elements is posed as a conjecture in this paper and is not proven generally (followed by stronger 'global picky' conjecture).,Lines 307–313: Conjecture on equality of |Irr^P(G)| and |Irr^P(N_G(P))| is stated; later stronger global picky conjecture is introduced.,2026-05-26T18:00:52Z
3008,2605.09143v1,Quadratic linear strands of prime ideals,http://arxiv.org/abs/2605.09143v1,https://arxiv.org/pdf/2605.09143v1,https://arxiv.org/e-print/2605.09143v1,quadrics.tex,373,374,"{\cite[Eisenbud-Green-Harris]{EGH,EGH1}} \label{conjEGH} Let $I \subseteq S$ be a homogeneous ideal containing a regular sequence of degrees $a_1 \leq \ldots \leq a_h$. There exists a lex ideal $L$ such that $I$ and $(x_1^{a_1},\ldots,x_h^{a_h})+L$ have the same Hilbert function.","Let $I subseteq S$ be a homogeneous ideal containing a regular sequence of degrees $a_1 <= <= a_h$. There exists a lex ideal $L$ such that $I$ and $(x_1^ a_1 ,,x_h^ a_h )+L$ have the same Hilbert function.",real_open_conjecture,0.97,0.9,0.6,"The Eisenbud–Green–Harris conjecture is a major, well-known open problem generalizing Macaulay's theorem; resolving it has wide consequences for Hilbert functions and commutative algebra.",0.03,0.7,"Long‑standing, widely studied open conjecture with only special‑case progress and no clear general approach; full resolution within five years appears unlikely.",gpt5mini-v5-open-exact-v1,The Eisenbud–Green–Harris Conjecture is cited as still open in general; the paper recalls known partial results but does not resolve it.,Lines 371–377: Conjecture stated and authors note 'The Eisenbud-Green-Harris Conjecture is still open in general' and list known cases.,2026-05-26T18:21:18Z
94,2602.23584v1,Cluster type varieties,http://arxiv.org/abs/2602.23584v1,https://arxiv.org/pdf/2602.23584v1,https://arxiv.org/e-print/2602.23584v1,main.tex,1611,1617,"\label{conj:geom-jordan}
There exists a constant $c(n)$, only depending on $n$, satisfying the following. 
Let $X$ be a $n$-dimensional rational variety. 
Let $G$ be a finite group acting on $X$. 
Then, there exists a normal abelian subgroup $A\leqslant G$ of index at most $c(n)$ with 
$A\leqslant \mathbb{G}_m^k \leqslant {\rm Bir}(X)$.","There exists a constant $c(n)$, only depending on $n$, satisfying the following. Let $X$ be a $n$-dimensional rational variety. Let $G$ be a finite group acting on $X$. Then, there exists a normal abelian subgroup $A G$ of index at most $c(n)$ with $A G_m^k Bir (X)$.",real_open_conjecture,0.96,0.8,0.75,A geometric Jordan property for the Cremona group would structurally constrain finite group actions on rational varieties in higher dimensions; important and central for birational group actions and classification problems.,0.18,0.45,"Proved in dimension two, open in dimension three+. There are partial geometric reductions (torus action on base) but known birationally rigid obstructions to lifting; substantial technical gaps remain, so near-term resolution seems unlikely.",gpt5mini-v5-open-exact-v1,"The paper presents this as the 'geometric Jordan property' conjecture, notes it was proved in dimension two, and explicitly states it remains open in dimension three and higher.",Lines 1611–1616: conjecture statement. Lines 1620–1621: 'This conjecture was proved in dimension two... The conjecture remains open in dimension three and higher.',2026-03-06T03:21:54Z
