id,arxiv_id,title,published_at,updated_at,authors,categories,primary_category,doi,journal_ref,comments,abs_url,pdf_url,source_url,license_url,source_file,index_in_file,start_line,end_line,body_tex,plain_text,content_hash,normalized_license_url,license_family,publication_decision,publication_text_allowed,publication_text_reason,publication_policy_version,latest_label_model,latest_label,latest_label_confidence,latest_interestingness_score,latest_interestingness_confidence,latest_interestingness_rationale,latest_viability_score,latest_viability_confidence,latest_viability_rationale,latest_assessment_version,latest_label_rationale,latest_evidence_snippet,latest_labeled_at,text_withheld
4421,2607.08609v1,Proof of Rump's Retraction Conjecture for Quasilinear Cycle Sets,2026-07-09T15:38:33Z,2026-07-09T15:38:33Z,Carsten Dietzel,math.QA;math.GR;math.RA,math.QA,,,"14 pages, Comments Welcome!",http://arxiv.org/abs/2607.08609v1,https://arxiv.org/pdf/2607.08609v1,https://arxiv.org/e-print/2607.08609v1,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,main.tex,4,525,527,,,e2abb0471f5b2034907e2cca4524cd3ca4957747ee9c542942c3ae8f413aa43b,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,arxiv_nonexclusive_distrib,withhold_text,False,arxiv_nonexclusive_distribution_license,hf-publication-v2,gpt-5-mini,not_real_conjecture,0.99,0.0,0.0,,0.0,0.0,,gpt5mini-v5-open-exact-v1,,,2026-07-12T15:02:13Z,True
4422,2607.08607v1,Sandpile groups of random bipartite graphs and families of distributions with the same moments,2026-07-09T15:36:05Z,2026-07-09T15:36:05Z,Jason Fulman;Nathan Kaplan;Deepesh Singhal;S. Ole Warnaar,math.CO;math.NT;math.PR,math.CO,,,30 pages,http://arxiv.org/abs/2607.08607v1,https://arxiv.org/pdf/2607.08607v1,https://arxiv.org/e-print/2607.08607v1,http://creativecommons.org/licenses/by/4.0/,FKSW.tex,1,311,320,"\label{p-Syl_conj}
Let $p$ be prime, $\alpha,u$ real numbers such that $\frac{1}{p}<\alpha\leq 1$ and $0<u<1$, and $\la$ a partition.
Then,
\[
\lim_{n\to\infty} \P\big((S_{G_{\alpha}(n,u)})_p \cong G_{\la}\big) =
\begin{cases} \msympinf(\la) & \text{if $p$ is odd}, \\[1mm]
2^{l(\la)-1} P_{\infty,2}^{\Sym}(\la) & \text{if $p=2$}.
\end{cases}
\]","Let $p$ be prime, $,u$ real numbers such that $1 p < <= 1$ and $0<u<1$, and $$ a partition. Then, \[ _ n to ((S_ G_ (n,u) )_p G_ ) = cases () & if $p$ is odd, [1mm] 2^ l()-1 P_ ,2 ^ () & if $p=2$. cases \]",7d450c0ac341cd20bf39e33d43d1c4dbba7ccd17f15843a5d304306b38287523,https://creativecommons.org/licenses/by/4.0/,cc_by,publish_text,True,creativecommons_license_treated_as_publishable,hf-publication-v2,gpt-5-mini,real_open_conjecture,0.9,0.55,0.75,"Meaningful extension of Wood's distribution results to random bipartite graphs, with a notable p=2 anomaly; important within probabilistic algebraic graph invariants but limited to this subfield.",0.45,0.6,"Active area with computational evidence and related proven cases (Wood, Mészáros). Concrete methods (moments, Hall–Littlewood) available; moderate chance of resolution within five years.",gpt5mini-v5-open-exact-v1,"The authors pose this limiting distribution conjecture for Sylow p-subgroups of sandpile groups and present computational evidence; it is stated as a conjecture, not proved.",We pose the following conjecture... In Section~sec_data we present computational evidence in support of this conjecture.,2026-07-12T15:02:13Z,False
4423,2607.08607v1,Sandpile groups of random bipartite graphs and families of distributions with the same moments,2026-07-09T15:36:05Z,2026-07-09T15:36:05Z,Jason Fulman;Nathan Kaplan;Deepesh Singhal;S. Ole Warnaar,math.CO;math.NT;math.PR,math.CO,,,30 pages,http://arxiv.org/abs/2607.08607v1,https://arxiv.org/pdf/2607.08607v1,https://arxiv.org/e-print/2607.08607v1,http://creativecommons.org/licenses/by/4.0/,FKSW.tex,2,930,946,"\label{p-Syl_ranks_conj}
Let $p$ be prime, $\frac{1}{p}<\alpha\leq 1$, and $r$ a nonnegative integer.
\begin{enumerate}
\item If $p$ is odd, then
\[
\lim_{n\to\infty} \P\big(\rank((S_{G_{\alpha}(n,u)})_p) = r\big)
=\mathfrak{p}_{p,0}(r) 
=\frac{1}{(-q;q)_{\infty}}\,\frac{q^{\binom{r+1}{2}}}{(q;q)_r}.
\]
\item If $p=2$, then
\[
\lim_{n \to \infty} \P\big(\rank((S_{G_{\alpha}(n,u)})_2) = r\big) 
= \mathfrak{p}_{2,1}(r)
=\frac{1}{(-1;q)_{\infty}} \,\frac{q^{\binom{r}{2}}}{(q;q)_r}.
\]
\end{enumerate}","Let $p$ be prime, $1 p < <= 1$, and $r$ a nonnegative integer. If $p$ is odd, then \[ _ n to (((S_ G_ (n,u) )_p) = r) =p_ p,0 (r) =1 (-q;q)_ \, q^ r+1 2 (q;q)_r . \] If $p=2$, then \[ _ n to (((S_ G_ (n,u) )_2) = r) = p_ 2,1 (r) =1 (-1;q)_ \, q^ r 2 (q;q)_r . \]",9976913b2be3262231e4a30baf5f21e54196b5d32df1c738c64b230740b79d30,https://creativecommons.org/licenses/by/4.0/,cc_by,publish_text,True,creativecommons_license_treated_as_publishable,hf-publication-v2,gpt-5-mini,real_open_conjecture,0.9,0.48,0.7,Concrete q-series formulas for Sylow p-rank distributions follow from the full distribution conjecture; valuable and testable but narrower in scope than the full group law.,0.55,0.35,"Authors compute matching moments and give simulations (agreement for α>1/p); moments are non-unique so moment-method alone fails. Given Wood/Mészáros progress and concrete structure, a nontrivial proof seems plausible within five years.",gpt5mini-v5-open-exact-v1,"This rank-distribution conjecture is presented as a consequence of Conjecture p-Syl_conj and supported by numerical experiments, but not proved in the paper.","Conjecture implies the following conjecture... For various values of α and u, we randomly generated graphs to evaluate ranks; results support the conjectured distribution.",2026-07-12T15:02:13Z,False
4424,2607.08606v1,Modular Nahm Sums for the Inverse Cartan Matrix of Type $D_r$,2026-07-09T15:36:04Z,2026-07-09T15:36:04Z,Liuquan Wang;Shangwen Wang,math.NT;math.CO,math.NT,,,21 pages,http://arxiv.org/abs/2607.08606v1,https://arxiv.org/pdf/2607.08606v1,https://arxiv.org/e-print/2607.08606v1,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,Nahm_sums_for_the_inverse_Cartan_matrix_of_Dr.tex,1,174,180,,,620a2088999e7c307882348325d3a785c2d936352d49601abed4d8ab25463f61,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,arxiv_nonexclusive_distrib,withhold_text,False,arxiv_nonexclusive_distribution_license,hf-publication-v2,gpt-5-mini,real_open_conjecture,0.88,0.8,0.7,,0.25,0.35,,gpt5mini-v5-open-exact-v1,,,2026-07-12T15:02:13Z,True
4425,2607.08473v1,Hyperbolic manifolds without positive spun triangulations,2026-07-09T13:30:04Z,2026-07-09T13:30:04Z,David Futer;Jessica S. Purcell;Saul Schleimer,math.GT,math.GT,,,16 pages,http://arxiv.org/abs/2607.08473v1,https://arxiv.org/pdf/2607.08473v1,https://arxiv.org/e-print/2607.08473v1,,holonomies.tex,1,275,280,"\label{Conj:Vol3}
Suppose that $N$ is the hyperbolic manifold \VolT.
Then, for any embedded closed geodesic $\gamma$, the pair
 $(N, \gamma)$ does not admit a positive spun triangulation.","Suppose that $N$ is the hyperbolic manifold . Then, for any embedded closed geodesic $$, the pair $(N, )$ does not admit a positive spun triangulation.",467fd7b18d13d796dea6a7d4d5306a2111f5ad1724678f2872f493c55aa16f0f,,missing,publish_text,True,missing_license_treated_as_publishable,hf-publication-v2,gpt-5-mini,real_open_conjecture,0.88,0.35,0.65,A specific conjecture about the Vol3 manifold lacking any positive spun triangulation; significant evidence-wise but narrowly focused on one manifold.,0.35,0.4,"Specific single-manifold conjecture with strong computational evidence and new theoretical obstructions. Narrow scope aids solvability, but infinite geodesic choices and remaining technical obstacles keep a near-term resolution uncertain.",gpt5mini-v5-open-exact-v1,"The Vol3 nonexistence conjecture is presented as an open conjecture supported by the paper's examples and computational searches, but not proved generally.",This provides evidence for the conjecture that Vol3 has no positive spun ideal triangulation for any choice of geodesic... supported by extensive computer searches.,2026-07-12T15:02:13Z,False
4426,2607.08473v1,Hyperbolic manifolds without positive spun triangulations,2026-07-09T13:30:04Z,2026-07-09T13:30:04Z,David Futer;Jessica S. Purcell;Saul Schleimer,math.GT,math.GT,,,16 pages,http://arxiv.org/abs/2607.08473v1,https://arxiv.org/pdf/2607.08473v1,https://arxiv.org/e-print/2607.08473v1,,holonomies.tex,2,1158,1164,"Suppose that $M$ is a cusped finite-volume hyperbolic three-manifold. 
Suppose that $\ss$ is a collection of signed slopes.
Suppose that $\calT$ is any ideal triangulation of $M$.
Suppose that $\alpha$ is any point of $\calA(\calT, \ss)$. 
Then $\calV(\alpha) \leq \Vol(M(\ss))$.","Suppose that $M$ is a cusped finite-volume hyperbolic three-manifold. Suppose that $$ is a collection of signed slopes. Suppose that $$ is any ideal triangulation of $M$. Suppose that $$ is any point of $(, )$. Then $() <= (M())$.",1762c84a584f312ad72fc29a4cfec767479c137d21b62d267d654c6ca2aceea6,,missing,publish_text,True,missing_license_treated_as_publishable,hf-publication-v2,gpt-5-mini,real_open_conjecture,0.86,0.72,0.7,Generalized Casson-type inequality tying angle-structure volume to Dehn-filled manifold volume; a central structural conjecture in hyperbolic triangulation and volume theory.,0.1,0.25,"Broad generalization of Casson–Rivin with no concrete reduction; authors exhibit obstructions to natural strategies. Longstanding, nontrivial problem—near-term resolution appears unlikely without new methods.",gpt5mini-v5-open-exact-v1,The generalized Casson conjecture (angle-polytope volume inequality) is stated; the paper shows obstructions to a proof approach but does not prove or refute the conjecture itself.,"This leads to the generalised Casson conjecture... We compute an example where V has no maximum in A(T,s) and retriangulation fails, but no disproof of the inequality is given.",2026-07-12T15:02:13Z,False
4427,2607.08468v1,Spectral Radius Conditions for 3-Uniform Intersecting Families,2026-07-09T13:26:46Z,2026-07-09T13:26:46Z,Lusheng Fang;Guorong Gao;An Chang,math.CO,math.CO,,,21 pages,http://arxiv.org/abs/2607.08468v1,https://arxiv.org/pdf/2607.08468v1,https://arxiv.org/e-print/2607.08468v1,http://creativecommons.org/licenses/by-sa/4.0/,Version00616.tex,1,136,140,"[Erd\H{o}s Matching Conjecture \cite{Erd65}]
Let $n\geq (k+1)r$.  If $H$ be an $M_{k+1}$-free $r$-graph on $n$ vertices, then 
   $$|E(H)|\leq \max\{|\mathcal{A}^r_1|,|\mathcal{A}^r_r|\}=\max\left\{\binom{n}{r}-\binom{n-k}{r}, \binom{rk+r-1}{r}\right\},$$
where $\mathcal{A}^r_i=\left\{e\in \binom{[n]}{r}:|e\cap[ik+i-1]\geq i\right\}$ for $1\leq i\leq r$.","[Erdos Matching Conjecture ] Let $n >= (k+1)r$. If $H$ be an $M_ k+1 $-free $r$-graph on $n$ vertices, then $$|E(H)| <= |A^r_1|,|A^r_r| = n r -n-k r , rk+r-1 r ,$$ where $A^r_i= e in [n] r :|e cap [ik+i-1] >= i $ for $1 <= i <= r$.",3c81a2592ba0eb5f7b1e54ca600214917caf57dde76a388e1f14f4f63a18ca24,https://creativecommons.org/licenses/by-sa/4.0/,cc_by_sa,publish_text,True,creativecommons_license_treated_as_publishable,hf-publication-v2,gpt-5-mini,real_open_conjecture,0.85,0.87,0.9,"A central, longstanding extremal hypergraph problem (Erdős Matching Conjecture); resolving it yields major structural consequences across matching theory and extremal combinatorics.",0.05,0.6,"The Erdős Matching Conjecture is a classic, long-standing extremal combinatorics problem with only partial results; no concrete route to a full resolution is evident, making near-term solution unlikely.",gpt5mini-v5-open-exact-v1,"The Erdős Matching Conjecture is cited as a classical open conjecture; the paper only reviews partial results (resolved for r=1,2,3 or large n), and does not prove the full general statement.","Lines 136-140: statement of the conjecture. Lines 145-146: resolved for r=2, r=3 only; paper does not claim a full proof.",2026-07-12T15:03:17Z,False
4428,2607.08452v1,Two Conjectures on Extensions of Brouwer's Laplacian Conjecture,2026-07-09T13:15:45Z,2026-07-09T13:15:45Z,Junying Lu;Jia-Bao Yang,math.CO,math.CO,,,11 pages,http://arxiv.org/abs/2607.08452v1,https://arxiv.org/pdf/2607.08452v1,https://arxiv.org/e-print/2607.08452v1,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,lew_conjectures_proved.tex,1,76,81,,,cbe9fb246048b40af90df368205f86e81e4b49f35993fb590cbcb6a569664166,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,arxiv_nonexclusive_distrib,withhold_text,False,arxiv_nonexclusive_distribution_license,hf-publication-v2,gpt-5-mini,not_real_conjecture,0.98,0.0,0.0,,0.0,0.0,,gpt5mini-v5-open-exact-v1,,,2026-07-12T15:03:17Z,True
4429,2607.08452v1,Two Conjectures on Extensions of Brouwer's Laplacian Conjecture,2026-07-09T13:15:45Z,2026-07-09T13:15:45Z,Junying Lu;Jia-Bao Yang,math.CO,math.CO,,,11 pages,http://arxiv.org/abs/2607.08452v1,https://arxiv.org/pdf/2607.08452v1,https://arxiv.org/e-print/2607.08452v1,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,lew_conjectures_proved.tex,2,84,89,,,2d4af96e775d2f5f3ed1a0c843156449605309e8ee39f67aa684da11ce9d9e90,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,arxiv_nonexclusive_distrib,withhold_text,False,arxiv_nonexclusive_distribution_license,hf-publication-v2,gpt-5-mini,not_real_conjecture,0.98,0.0,0.0,,0.0,0.0,,gpt5mini-v5-open-exact-v1,,,2026-07-12T15:03:17Z,True
4430,2607.08452v1,Two Conjectures on Extensions of Brouwer's Laplacian Conjecture,2026-07-09T13:15:45Z,2026-07-09T13:15:45Z,Junying Lu;Jia-Bao Yang,math.CO,math.CO,,,11 pages,http://arxiv.org/abs/2607.08452v1,https://arxiv.org/pdf/2607.08452v1,https://arxiv.org/e-print/2607.08452v1,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,lew_conjectures_proved.tex,3,91,96,,,7e4ed37d3138bb6428de0212151161a62a0d97e985db04f3ffd2ed0cb13e7641,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,arxiv_nonexclusive_distrib,withhold_text,False,arxiv_nonexclusive_distribution_license,hf-publication-v2,gpt-5-mini,not_real_conjecture,0.98,0.0,0.0,,0.0,0.0,,gpt5mini-v5-open-exact-v1,,,2026-07-12T15:03:17Z,True
4431,2607.08380v1,Dynamics of Gradient Descent with Large Step Size Near a Manifold of Flat Minima,2026-07-09T11:58:44Z,2026-07-09T11:58:44Z,Lachlan Ewen MacDonald;René Vidal,cs.LG;math.DS;math.OC,cs.LG,,,"56 pages, comments welcome",http://arxiv.org/abs/2607.08380v1,https://arxiv.org/pdf/2607.08380v1,https://arxiv.org/e-print/2607.08380v1,http://creativecommons.org/licenses/by/4.0/,neurips_2026.tex,1,1947,1949,"\label{conj:parabolicfoliation}
    For $\rho$ sufficiently small, the invariant set $V_{\rho}\cap\{y_{2:q}=0\}$ is invariantly Lipschitz-foliated by leaves parametrised by the points $(z,0,u,y_1,0)\in W_{\rho}$, and tangent at any such point to the $v$-axes.","For $$ sufficiently small, the invariant set $V_ cap y_ 2:q =0 $ is invariantly Lipschitz-foliated by leaves parametrised by the points $(z,0,u,y_1,0) in W_ $, and tangent at any such point to the $v$-axes.",246c0b92335b5b7827a30b59b0b9872693d33ed578f29f046870511182a73a16,https://creativecommons.org/licenses/by/4.0/,cc_by,publish_text,True,creativecommons_license_treated_as_publishable,hf-publication-v2,gpt-5-mini,real_open_conjecture,0.8,0.55,0.7,A parabolic analogue of the strong stable foliation theorem; technically meaningful for convergence of large-step GD near manifolds but of specialist scope within dynamical systems for optimization.,0.45,0.4,"A focused, technical parabolic analogue of stable foliation theory; plausible extension of known normally hyperbolic results but requires developing parabolic tools—attainable by specialists within a few years.",gpt5mini-v5-open-exact-v1,The authors explicitly state they cannot yet prove this parabolic foliation conjecture and present it as a needed but unresolved assumption for further results.,Lines 1945-1949: conjecture stated. Lines 1951-1952: 'Although we cannot yet prove this conjecture...' indicating it remains open.,2026-07-12T15:03:17Z,False
